# x y T
0 0.13 0.0553786
0 0.150037 0.0561291
1 0.150037 0.0564159
1 0.13 0.0556642
0 0.169963 0.0561288
0 0.19 0.0553781
0.0203322 0.13 0.0568899
0.0203383 0.15 0.0576552
1 0.19 0.0556551
1 0.169963 0.0564067
0.979668 0.13 0.057186
0.979662 0.15 0.0579531
0.0203445 0.17 0.0576553
0.0203507 0.19 0.0568907
0.0407779 0.13 0.0591926
0.0407903 0.15 0.0599886
0.979649 0.19 0.0571782
0.979656 0.17 0.0579348
0.95921 0.15 0.0603186
0.959222 0.13 0.0595081
0.0408151 0.19 0.0591955
0.0408027 0.17 0.0599891
0.0612243 0.13 0.0623153
0.0612429 0.15 0.0631541
0.959185 0.19 0.0595225
0.952382 0.17 0.0612411
0.942168 0.15 0.0629054
0.938776 0.13 0.0626366
0.0612801 0.19 0.06232
0.0612615 0.17 0.0631537
0.0816955 0.15 0.0671971
0.0816707 0.13 0.0663027
0.93872 0.19 0.0626415
0.931923 0.17 0.064727
0.925126 0.15 0.0660951
0.918329 0.13 0.0666436
0.0817451 0.19 0.0663078
0.0817203 0.17 0.0671903
0.0987372 0.15 0.0712856
0.102117 0.13 0.0712106
0.918255 0.19 0.0666563
0.911464 0.17 0.0691138
0.904674 0.15 0.0707552
0.897883 0.13 0.0715645
0.10221 0.19 0.0712196
0.102179 0.17 0.0721469
0.115779 0.15 0.0760767
0.122563 0.13 0.0771176
0.89779 0.19 0.0715842
0.894413 0.17 0.073489
0.884221 0.15 0.0764088
0.877437 0.13 0.0774833
0.122675 0.19 0.0771624
0.129453 0.17 0.0803592
0.136232 0.15 0.0827253
0.14301 0.13 0.0840617
0.877362 0.17 0.0785557
0.877325 0.19 0.0775161
0.863768 0.15 0.0831339
0.85699 0.13 0.0844823
0.14314 0.19 0.0841035
0.149912 0.17 0.0878206
0.156684 0.15 0.090544
0.163456 0.13 0.0921764
0.85686 0.19 0.0845211
0.856903 0.17 0.085638
0.843316 0.15 0.0910092
0.836544 0.13 0.0926562
0 0.29 0.0303791
0 0.32 0.0304443
0.0122144 0.303573 0.0308339
0 0.35 0.029873
0.163605 0.19 0.0922407
0.170371 0.17 0.0964941
0.183903 0.13 0.101603
0.177137 0.15 0.099598
1 0.35 0.0297586
1 0.32 0.0303278
1 0.29 0.030263
